时间, 传感器, 数值, 单位
2026-03-02 21:33:40, 火焰强度, 1, level
2026-03-02 21:33:40, 亮度, 111, lux
2026-03-02 21:33:50, 温度, 17, ℃
2026-03-02 21:33:50, 湿度, 46, rh%
2026-03-02 21:33:50, 二氧化碳, 350, ppm
2026-03-02 21:33:50, 火焰强度, 1, level
2026-03-02 21:33:50, 亮度, 111, lux
2026-03-02 21:34:00, 温度, 17, ℃
2026-03-02 21:34:00, 湿度, 46, rh%
2026-03-02 21:34:00, 二氧化碳, 350, ppm
2026-03-02 21:34:00, 火焰强度, 1, level
2026-03-02 21:34:00, 亮度, 111, lux
2026-03-02 21:34:10, 温度, 17, ℃
2026-03-02 21:34:10, 湿度, 46, rh%
2026-03-02 21:34:10, 二氧化碳, 350, ppm
2026-03-02 21:34:10, 火焰强度, 1, level
2026-03-02 21:34:10, 亮度, 111, lux
2026-03-02 21:34:20, 温度, 17, ℃
2026-03-02 21:34:20, 湿度, 46, rh%
2026-03-02 21:34:20, 二氧化碳, 350, ppm
2026-03-02 21:34:20, 火焰强度, 1, level
2026-03-02 21:34:20, 亮度, 111, lux
2026-03-02 21:34:30, 温度, 17, ℃
2026-03-02 21:34:30, 湿度, 46, rh%
2026-03-02 21:34:30, 二氧化碳, 350, ppm
2026-03-02 21:34:30, 火焰强度, 1, level
2026-03-02 21:34:30, 亮度, 111, lux
2026-03-02 21:34:40, 温度, 17, ℃
2026-03-02 21:34:40, 湿度, 46, rh%
2026-03-02 21:34:40, 二氧化碳, 350, ppm
2026-03-02 21:34:40, 火焰强度, 1, level
2026-03-02 21:34:40, 亮度, 111, lux
2026-03-02 21:34:51, 温度, 17, ℃
2026-03-02 21:34:51, 湿度, 46, rh%
2026-03-02 21:34:51, 二氧化碳, 350, ppm
2026-03-02 21:34:51, 火焰强度, 1, level
2026-03-02 21:34:51, 亮度, 111, lux
2026-03-02 21:35:01, 温度, 17, ℃
2026-03-02 21:35:01, 湿度, 46, rh%
2026-03-02 21:35:01, 二氧化碳, 350, ppm
2026-03-02 21:35:01, 火焰强度, 1, level
2026-03-02 21:35:01, 亮度, 111, lux
2026-03-02 21:35:11, 温度, 17, ℃
2026-03-02 21:35:11, 湿度, 46, rh%
2026-03-02 21:35:11, 二氧化碳, 350, ppm
2026-03-02 21:35:11, 火焰强度, 1, level
2026-03-02 21:35:11, 亮度, 111, lux
2026-03-02 21:35:21, 温度, 17, ℃
2026-03-02 21:35:21, 湿度, 46, rh%
2026-03-02 21:35:21, 二氧化碳, 350, ppm
2026-03-02 21:35:21, 火焰强度, 1, level
2026-03-02 21:35:21, 亮度, 111, lux
2026-03-02 21:35:31, 温度, 17, ℃
2026-03-02 21:35:31, 湿度, 46, rh%
2026-03-02 21:35:31, 二氧化碳, 350, ppm
2026-03-02 21:35:31, 火焰强度, 1, level
2026-03-02 21:35:31, 亮度, 111, lux
2026-03-02 21:35:41, 温度, 17, ℃
2026-03-02 21:35:41, 湿度, 46, rh%
2026-03-02 21:35:41, 二氧化碳, 350, ppm
2026-03-02 21:35:41, 火焰强度, 1, level
2026-03-02 21:35:41, 亮度, 111, lux
2026-03-02 21:35:51, 温度, 17, ℃
2026-03-02 21:35:51, 湿度, 46, rh%
2026-03-02 21:35:51, 二氧化碳, 350, ppm
2026-03-02 21:35:51, 火焰强度, 1, level
2026-03-02 21:35:51, 亮度, 111, lux
2026-03-02 21:36:01, 温度, 17, ℃
2026-03-02 21:36:01, 湿度, 46, rh%
2026-03-02 21:36:01, 二氧化碳, 350, ppm
2026-03-02 21:36:01, 火焰强度, 1, level
2026-03-02 21:36:01, 亮度, 111, lux
2026-03-02 21:36:11, 温度, 17, ℃
2026-03-02 21:36:11, 湿度, 46, rh%
2026-03-02 21:36:11, 二氧化碳, 350, ppm
2026-03-02 21:36:11, 火焰强度, 1, level
2026-03-02 21:36:11, 亮度, 111, lux
2026-03-02 21:36:21, 温度, 17, ℃
2026-03-02 21:36:21, 湿度, 46, rh%
2026-03-02 21:36:21, 二氧化碳, 350, ppm
2026-03-02 21:36:21, 火焰强度, 1, level
2026-03-02 21:36:21, 亮度, 111, lux
2026-03-02 21:36:31, 温度, 17, ℃
2026-03-02 21:36:31, 湿度, 46, rh%
2026-03-02 21:36:31, 二氧化碳, 350, ppm
2026-03-02 21:36:31, 火焰强度, 1, level
2026-03-02 21:36:31, 亮度, 111, lux
2026-03-02 21:36:41, 温度, 17, ℃
2026-03-02 21:36:41, 湿度, 46, rh%
2026-03-02 21:36:41, 二氧化碳, 350, ppm
2026-03-02 21:36:41, 火焰强度, 1, level
2026-03-02 21:36:41, 亮度, 111, lux
2026-03-02 21:36:51, 温度, 17, ℃
2026-03-02 21:36:51, 湿度, 46, rh%
2026-03-02 21:36:51, 二氧化碳, 350, ppm
2026-03-02 21:36:51, 火焰强度, 1, level
2026-03-02 21:36:51, 亮度, 111, lux
2026-03-02 21:37:01, 温度, 17, ℃
2026-03-02 21:37:01, 湿度, 46, rh%
2026-03-02 21:37:01, 二氧化碳, 350, ppm
2026-03-02 21:37:01, 火焰强度, 1, level
2026-03-02 21:37:01, 亮度, 111, lux
2026-03-02 21:37:11, 温度, 17, ℃
2026-03-02 21:37:11, 湿度, 46, rh%
2026-03-02 21:37:11, 二氧化碳, 350, ppm
2026-03-02 21:37:11, 火焰强度, 1, level
2026-03-02 21:37:11, 亮度, 111, lux
2026-03-02 21:37:21, 温度, 17, ℃
2026-03-02 21:37:21, 湿度, 46, rh%
2026-03-02 21:37:21, 二氧化碳, 350, ppm
2026-03-02 21:37:21, 火焰强度, 1, level
2026-03-02 21:37:21, 亮度, 111, lux
2026-03-02 21:37:31, 温度, 17, ℃
2026-03-02 21:37:31, 湿度, 46, rh%
2026-03-02 21:37:31, 二氧化碳, 350, ppm
2026-03-02 21:37:31, 火焰强度, 1, level
2026-03-02 21:37:31, 亮度, 111, lux
2026-03-02 21:37:41, 温度, 17, ℃
2026-03-02 21:37:41, 湿度, 46, rh%
2026-03-02 21:37:41, 二氧化碳, 350, ppm
2026-03-02 21:37:41, 火焰强度, 1, level
2026-03-02 21:37:41, 亮度, 111, lux
2026-03-02 21:37:51, 温度, 17, ℃
2026-03-02 21:37:51, 湿度, 46, rh%
2026-03-02 21:37:51, 二氧化碳, 350, ppm
2026-03-02 21:37:51, 火焰强度, 1, level
2026-03-02 21:37:51, 亮度, 111, lux
2026-03-02 21:38:01, 温度, 17, ℃
2026-03-02 21:38:01, 湿度, 46, rh%
2026-03-02 21:38:01, 二氧化碳, 350, ppm
2026-03-02 21:38:01, 火焰强度, 1, level
2026-03-02 21:38:01, 亮度, 111, lux
2026-03-02 21:38:11, 温度, 17, ℃
2026-03-02 21:38:11, 湿度, 46, rh%
2026-03-02 21:38:11, 二氧化碳, 350, ppm
2026-03-02 21:38:11, 火焰强度, 1, level
2026-03-02 21:38:11, 亮度, 111, lux
2026-03-02 21:38:21, 温度, 17, ℃
2026-03-02 21:38:21, 湿度, 46, rh%
2026-03-02 21:38:21, 二氧化碳, 350, ppm
2026-03-02 21:38:21, 火焰强度, 1, level
2026-03-02 21:38:21, 亮度, 111, lux
2026-03-02 21:38:31, 温度, 17, ℃
2026-03-02 21:38:31, 湿度, 46, rh%
2026-03-02 21:38:31, 二氧化碳, 350, ppm
2026-03-02 21:38:31, 火焰强度, 1, level
2026-03-02 21:38:31, 亮度, 111, lux
2026-03-02 21:38:41, 温度, 17, ℃
2026-03-02 21:38:41, 湿度, 46, rh%
2026-03-02 21:38:41, 二氧化碳, 350, ppm
2026-03-02 21:38:41, 火焰强度, 1, level
2026-03-02 21:38:41, 亮度, 111, lux
2026-03-02 21:38:51, 温度, 17, ℃
2026-03-02 21:38:51, 湿度, 46, rh%
2026-03-02 21:38:51, 二氧化碳, 350, ppm
2026-03-02 21:38:51, 火焰强度, 1, level
2026-03-02 21:38:51, 亮度, 111, lux
2026-03-02 21:39:01, 温度, 17, ℃
2026-03-02 21:39:01, 湿度, 46, rh%
2026-03-02 21:39:01, 二氧化碳, 350, ppm
2026-03-02 21:39:01, 火焰强度, 1, level
2026-03-02 21:39:01, 亮度, 111, lux
2026-03-02 21:39:11, 温度, 17, ℃
2026-03-02 21:39:11, 湿度, 46, rh%
2026-03-02 21:39:11, 二氧化碳, 350, ppm
2026-03-02 21:39:11, 火焰强度, 1, level
2026-03-02 21:39:11, 亮度, 111, lux
2026-03-02 21:39:21, 温度, 17, ℃
2026-03-02 21:39:21, 湿度, 46, rh%
2026-03-02 21:39:21, 二氧化碳, 350, ppm
2026-03-02 21:39:21, 火焰强度, 1, level
2026-03-02 21:39:21, 亮度, 111, lux
2026-03-02 21:39:31, 温度, 17, ℃
2026-03-02 21:39:31, 湿度, 46, rh%
2026-03-02 21:39:31, 二氧化碳, 350, ppm
2026-03-02 21:39:31, 火焰强度, 1, level
2026-03-02 21:39:31, 亮度, 111, lux
2026-03-02 21:39:41, 温度, 17, ℃
2026-03-02 21:39:41, 湿度, 46, rh%
2026-03-02 21:39:41, 二氧化碳, 350, ppm
2026-03-02 21:39:41, 火焰强度, 1, level
2026-03-02 21:39:41, 亮度, 111, lux
2026-03-02 21:39:51, 温度, 17, ℃
2026-03-02 21:39:51, 湿度, 46, rh%
2026-03-02 21:39:51, 二氧化碳, 350, ppm
2026-03-02 21:39:51, 火焰强度, 1, level
2026-03-02 21:39:51, 亮度, 111, lux
2026-03-02 21:40:01, 温度, 17, ℃
2026-03-02 21:40:01, 湿度, 46, rh%
2026-03-02 21:40:01, 二氧化碳, 350, ppm
2026-03-02 21:40:01, 火焰强度, 1, level
2026-03-02 21:40:01, 亮度, 111, lux
2026-03-02 21:40:11, 温度, 17, ℃
2026-03-02 21:40:11, 湿度, 46, rh%
2026-03-02 21:40:11, 二氧化碳, 350, ppm
2026-03-02 21:40:11, 火焰强度, 1, level
2026-03-02 21:40:11, 亮度, 111, lux
2026-03-02 21:40:21, 温度, 17, ℃
2026-03-02 21:40:21, 湿度, 46, rh%
2026-03-02 21:40:21, 二氧化碳, 350, ppm
2026-03-02 21:40:21, 火焰强度, 1, level
2026-03-02 21:40:21, 亮度, 111, lux
2026-03-02 21:40:31, 温度, 17, ℃
2026-03-02 21:40:31, 湿度, 46, rh%
2026-03-02 21:40:31, 二氧化碳, 350, ppm
2026-03-02 21:40:31, 火焰强度, 1, level
2026-03-02 21:40:31, 亮度, 111, lux
2026-03-02 21:40:41, 温度, 17, ℃
2026-03-02 21:40:41, 湿度, 46, rh%
2026-03-02 21:40:41, 二氧化碳, 350, ppm
2026-03-02 21:40:41, 火焰强度, 1, level
2026-03-02 21:40:41, 亮度, 111, lux
2026-03-02 21:40:51, 温度, 17, ℃
2026-03-02 21:40:51, 湿度, 46, rh%
2026-03-02 21:40:51, 二氧化碳, 350, ppm
2026-03-02 21:40:51, 火焰强度, 1, level
2026-03-02 21:40:51, 亮度, 111, lux
2026-03-02 21:41:01, 温度, 17, ℃
2026-03-02 21:41:01, 湿度, 46, rh%
2026-03-02 21:41:01, 二氧化碳, 350, ppm
2026-03-02 21:41:01, 火焰强度, 1, level
2026-03-02 21:41:01, 亮度, 111, lux
2026-03-02 21:41:11, 温度, 17, ℃
2026-03-02 21:41:11, 湿度, 46, rh%
2026-03-02 21:41:11, 二氧化碳, 350, ppm
2026-03-02 21:41:11, 火焰强度, 1, level
2026-03-02 21:41:11, 亮度, 111, lux
2026-03-02 21:41:21, 温度, 17, ℃
2026-03-02 21:41:21, 湿度, 46, rh%
2026-03-02 21:41:21, 二氧化碳, 350, ppm
2026-03-02 21:41:21, 火焰强度, 1, level
2026-03-02 21:41:21, 亮度, 111, lux
2026-03-02 21:41:31, 温度, 17, ℃
2026-03-02 21:41:31, 湿度, 46, rh%
2026-03-02 21:41:31, 二氧化碳, 350, ppm
2026-03-02 21:41:31, 火焰强度, 1, level
2026-03-02 21:41:31, 亮度, 111, lux
2026-03-02 21:41:41, 温度, 17, ℃
2026-03-02 21:41:41, 湿度, 46, rh%
2026-03-02 21:41:41, 二氧化碳, 350, ppm
2026-03-02 21:41:41, 火焰强度, 1, level
2026-03-02 21:41:41, 亮度, 111, lux
2026-03-02 21:41:51, 温度, 17, ℃
2026-03-02 21:41:51, 湿度, 46, rh%
2026-03-02 21:41:51, 二氧化碳, 350, ppm
2026-03-02 21:41:51, 火焰强度, 1, level
2026-03-02 21:41:51, 亮度, 111, lux
2026-03-02 21:42:01, 温度, 17, ℃
2026-03-02 21:42:01, 湿度, 46, rh%
2026-03-02 21:42:01, 二氧化碳, 350, ppm
2026-03-02 21:42:01, 火焰强度, 1, level
2026-03-02 21:42:01, 亮度, 111, lux
2026-03-02 21:42:11, 温度, 17, ℃
2026-03-02 21:42:11, 湿度, 46, rh%
2026-03-02 21:42:11, 二氧化碳, 350, ppm
2026-03-02 21:42:11, 火焰强度, 1, level
2026-03-02 21:42:11, 亮度, 111, lux
2026-03-02 21:42:21, 温度, 17, ℃
2026-03-02 21:42:21, 湿度, 46, rh%
2026-03-02 21:42:21, 二氧化碳, 350, ppm
2026-03-02 21:42:21, 火焰强度, 1, level
2026-03-02 21:42:21, 亮度, 111, lux
2026-03-02 21:42:31, 温度, 17, ℃
2026-03-02 21:42:31, 湿度, 46, rh%
2026-03-02 21:42:31, 二氧化碳, 350, ppm
2026-03-02 21:42:31, 火焰强度, 1, level
2026-03-02 21:42:31, 亮度, 111, lux
2026-03-02 21:42:41, 温度, 17, ℃
2026-03-02 21:42:41, 湿度, 46, rh%
2026-03-02 21:42:41, 二氧化碳, 350, ppm
2026-03-02 21:42:41, 火焰强度, 1, level
2026-03-02 21:42:41, 亮度, 111, lux
2026-03-02 21:42:51, 温度, 17, ℃
2026-03-02 21:42:51, 湿度, 46, rh%
2026-03-02 21:42:51, 二氧化碳, 350, ppm
2026-03-02 21:42:51, 火焰强度, 1, level
2026-03-02 21:42:51, 亮度, 111, lux
2026-03-02 21:43:01, 温度, 17, ℃
2026-03-02 21:43:01, 湿度, 46, rh%
2026-03-02 21:43:01, 二氧化碳, 350, ppm
2026-03-02 21:43:01, 火焰强度, 1, level
2026-03-02 21:43:01, 亮度, 111, lux
2026-03-02 21:43:12, 温度, 17, ℃
2026-03-02 21:43:12, 湿度, 46, rh%
2026-03-02 21:43:12, 二氧化碳, 350, ppm
2026-03-02 21:43:12, 火焰强度, 1, level
2026-03-02 21:43:12, 亮度, 111, lux
2026-03-02 21:43:22, 温度, 17, ℃
2026-03-02 21:43:22, 湿度, 46, rh%
2026-03-02 21:43:22, 二氧化碳, 350, ppm
2026-03-02 21:43:22, 火焰强度, 1, level
2026-03-02 21:43:22, 亮度, 111, lux
2026-03-02 21:43:32, 温度, 17, ℃
2026-03-02 21:43:32, 湿度, 46, rh%
2026-03-02 21:43:32, 二氧化碳, 350, ppm
2026-03-02 21:43:32, 火焰强度, 1, level
2026-03-02 21:43:32, 亮度, 111, lux
2026-03-02 21:43:42, 温度, 17, ℃
2026-03-02 21:43:42, 湿度, 46, rh%
2026-03-02 21:43:42, 二氧化碳, 350, ppm
2026-03-02 21:43:42, 火焰强度, 1, level
2026-03-02 21:43:42, 亮度, 111, lux
2026-03-02 21:43:52, 温度, 17, ℃
2026-03-02 21:43:52, 湿度, 46, rh%
2026-03-02 21:43:52, 二氧化碳, 350, ppm
2026-03-02 21:43:52, 火焰强度, 1, level
2026-03-02 21:43:52, 亮度, 111, lux
2026-03-02 21:44:02, 温度, 17, ℃
2026-03-02 21:44:02, 湿度, 46, rh%
2026-03-02 21:44:02, 二氧化碳, 350, ppm
2026-03-02 21:44:02, 火焰强度, 1, level
2026-03-02 21:44:02, 亮度, 111, lux
2026-03-02 21:44:12, 温度, 17, ℃
2026-03-02 21:44:12, 湿度, 46, rh%
2026-03-02 21:44:12, 二氧化碳, 350, ppm
2026-03-02 21:44:12, 火焰强度, 1, level
2026-03-02 21:44:12, 亮度, 111, lux
2026-03-02 21:44:22, 温度, 17, ℃
2026-03-02 21:44:22, 湿度, 46, rh%
2026-03-02 21:44:22, 二氧化碳, 350, ppm
2026-03-02 21:44:22, 火焰强度, 1, level
2026-03-02 21:44:22, 亮度, 111, lux
2026-03-02 21:44:32, 温度, 17, ℃
2026-03-02 21:44:32, 湿度, 46, rh%
2026-03-02 21:44:32, 二氧化碳, 350, ppm
2026-03-02 21:44:32, 火焰强度, 1, level
2026-03-02 21:44:32, 亮度, 111, lux
2026-03-02 21:44:42, 温度, 17, ℃
2026-03-02 21:44:42, 湿度, 46, rh%
2026-03-02 21:44:42, 二氧化碳, 350, ppm
2026-03-02 21:44:42, 火焰强度, 1, level
2026-03-02 21:44:42, 亮度, 111, lux
2026-03-02 21:44:52, 温度, 17, ℃
2026-03-02 21:44:52, 湿度, 46, rh%
2026-03-02 21:44:52, 二氧化碳, 350, ppm
2026-03-02 21:44:52, 火焰强度, 1, level
2026-03-02 21:44:52, 亮度, 111, lux
2026-03-02 21:45:02, 温度, 17, ℃
2026-03-02 21:45:02, 湿度, 46, rh%
2026-03-02 21:45:02, 二氧化碳, 350, ppm
2026-03-02 21:45:02, 火焰强度, 1, level
2026-03-02 21:45:02, 亮度, 111, lux
2026-03-02 21:45:12, 温度, 17, ℃
2026-03-02 21:45:12, 湿度, 46, rh%
2026-03-02 21:45:12, 二氧化碳, 350, ppm
2026-03-02 21:45:12, 火焰强度, 1, level
2026-03-02 21:45:12, 亮度, 111, lux
2026-03-02 21:45:22, 温度, 17, ℃
2026-03-02 21:45:22, 湿度, 46, rh%
2026-03-02 21:45:22, 二氧化碳, 350, ppm
2026-03-02 21:45:22, 火焰强度, 1, level
2026-03-02 21:45:22, 亮度, 111, lux
2026-03-02 21:45:32, 温度, 17, ℃
2026-03-02 21:45:32, 湿度, 46, rh%
2026-03-02 21:45:32, 二氧化碳, 350, ppm
2026-03-02 21:45:32, 火焰强度, 1, level
2026-03-02 21:45:32, 亮度, 111, lux
2026-03-02 21:45:42, 温度, 17, ℃
2026-03-02 21:45:42, 湿度, 46, rh%
2026-03-02 21:45:42, 二氧化碳, 350, ppm
2026-03-02 21:45:42, 火焰强度, 1, level
2026-03-02 21:45:42, 亮度, 111, lux
2026-03-02 21:45:52, 温度, 17, ℃
2026-03-02 21:45:52, 湿度, 46, rh%
2026-03-02 21:45:52, 二氧化碳, 350, ppm
2026-03-02 21:45:52, 火焰强度, 1, level
2026-03-02 21:45:52, 亮度, 111, lux
2026-03-02 21:46:02, 温度, 17, ℃
2026-03-02 21:46:02, 湿度, 46, rh%
2026-03-02 21:46:02, 二氧化碳, 350, ppm
2026-03-02 21:46:02, 火焰强度, 1, level
2026-03-02 21:46:02, 亮度, 111, lux
2026-03-02 21:46:12, 温度, 17, ℃
2026-03-02 21:46:12, 湿度, 46, rh%
2026-03-02 21:46:12, 二氧化碳, 350, ppm
2026-03-02 21:46:12, 火焰强度, 1, level
2026-03-02 21:46:12, 亮度, 111, lux
2026-03-02 21:46:22, 温度, 17, ℃
2026-03-02 21:46:22, 湿度, 46, rh%
2026-03-02 21:46:22, 二氧化碳, 350, ppm
2026-03-02 21:46:22, 火焰强度, 1, level
2026-03-02 21:46:22, 亮度, 111, lux
2026-03-02 21:46:32, 温度, 17, ℃
2026-03-02 21:46:32, 湿度, 46, rh%
2026-03-02 21:46:32, 二氧化碳, 350, ppm
2026-03-02 21:46:32, 火焰强度, 1, level
2026-03-02 21:46:32, 亮度, 111, lux
2026-03-02 21:46:42, 温度, 17, ℃
2026-03-02 21:46:42, 湿度, 46, rh%
2026-03-02 21:46:42, 二氧化碳, 350, ppm
2026-03-02 21:46:42, 火焰强度, 1, level
2026-03-02 21:46:42, 亮度, 111, lux
2026-03-02 21:46:52, 温度, 17, ℃
2026-03-02 21:46:52, 湿度, 46, rh%
2026-03-02 21:46:52, 二氧化碳, 350, ppm
2026-03-02 21:46:52, 火焰强度, 1, level
2026-03-02 21:46:52, 亮度, 111, lux
2026-03-02 21:47:02, 温度, 17, ℃
2026-03-02 21:47:02, 湿度, 46, rh%
2026-03-02 21:47:02, 二氧化碳, 350, ppm
2026-03-02 21:47:02, 火焰强度, 1, level
2026-03-02 21:47:02, 亮度, 111, lux
2026-03-02 21:47:12, 温度, 17, ℃
2026-03-02 21:47:12, 湿度, 46, rh%
2026-03-02 21:47:12, 二氧化碳, 350, ppm
2026-03-02 21:47:12, 火焰强度, 1, level
2026-03-02 21:47:12, 亮度, 111, lux
2026-03-02 21:47:22, 温度, 17, ℃
2026-03-02 21:47:22, 湿度, 46, rh%
2026-03-02 21:47:22, 二氧化碳, 350, ppm
2026-03-02 21:47:22, 火焰强度, 1, level
2026-03-02 21:47:22, 亮度, 111, lux
2026-03-02 21:47:32, 温度, 17, ℃
2026-03-02 21:47:32, 湿度, 46, rh%
2026-03-02 21:47:32, 二氧化碳, 350, ppm
2026-03-02 21:47:32, 火焰强度, 1, level
2026-03-02 21:47:32, 亮度, 111, lux
2026-03-02 21:47:42, 温度, 17, ℃
2026-03-02 21:47:42, 湿度, 46, rh%
2026-03-02 21:47:42, 二氧化碳, 350, ppm
2026-03-02 21:47:42, 火焰强度, 1, level
2026-03-02 21:47:42, 亮度, 111, lux
2026-03-02 21:47:52, 温度, 17, ℃
2026-03-02 21:47:52, 湿度, 46, rh%
2026-03-02 21:47:52, 二氧化碳, 350, ppm
2026-03-02 21:47:52, 火焰强度, 1, level
2026-03-02 21:47:52, 亮度, 111, lux
2026-03-02 21:48:02, 温度, 17, ℃
2026-03-02 21:48:02, 湿度, 46, rh%
2026-03-02 21:48:02, 二氧化碳, 350, ppm
2026-03-02 21:48:02, 火焰强度, 1, level
2026-03-02 21:48:02, 亮度, 111, lux
2026-03-02 21:48:12, 温度, 17, ℃
2026-03-02 21:48:12, 湿度, 46, rh%
2026-03-02 21:48:12, 二氧化碳, 350, ppm
2026-03-02 21:48:12, 火焰强度, 1, level
2026-03-02 21:48:12, 亮度, 111, lux
2026-03-02 21:48:22, 温度, 17, ℃
2026-03-02 21:48:22, 湿度, 46, rh%
2026-03-02 21:48:22, 二氧化碳, 350, ppm
2026-03-02 21:48:22, 火焰强度, 1, level
2026-03-02 21:48:22, 亮度, 111, lux
2026-03-02 21:48:32, 温度, 17, ℃
2026-03-02 21:48:32, 湿度, 46, rh%
2026-03-02 21:48:32, 二氧化碳, 350, ppm
2026-03-02 21:48:32, 火焰强度, 1, level
2026-03-02 21:48:32, 亮度, 111, lux
2026-03-02 21:48:42, 温度, 17, ℃
2026-03-02 21:48:42, 湿度, 46, rh%
2026-03-02 21:48:42, 二氧化碳, 350, ppm
2026-03-02 21:48:42, 火焰强度, 1, level
2026-03-02 21:48:42, 亮度, 111, lux
2026-03-02 21:48:52, 温度, 17, ℃
2026-03-02 21:48:52, 湿度, 46, rh%
2026-03-02 21:48:52, 二氧化碳, 350, ppm
2026-03-02 21:48:52, 火焰强度, 1, level
2026-03-02 21:48:52, 亮度, 111, lux
2026-03-02 21:49:02, 温度, 17, ℃
2026-03-02 21:49:02, 湿度, 46, rh%
2026-03-02 21:49:02, 二氧化碳, 350, ppm
2026-03-02 21:49:02, 火焰强度, 1, level
2026-03-02 21:49:02, 亮度, 111, lux
2026-03-02 21:49:12, 温度, 17, ℃
2026-03-02 21:49:12, 湿度, 46, rh%
2026-03-02 21:49:12, 二氧化碳, 350, ppm
2026-03-02 21:49:12, 火焰强度, 1, level
2026-03-02 21:49:12, 亮度, 111, lux
2026-03-02 21:49:23, 温度, 17, ℃
2026-03-02 21:49:23, 湿度, 46, rh%
2026-03-02 21:49:23, 二氧化碳, 350, ppm
2026-03-02 21:49:23, 火焰强度, 1, level
2026-03-02 21:49:23, 亮度, 111, lux
2026-03-02 21:49:33, 温度, 17, ℃
2026-03-02 21:49:33, 湿度, 46, rh%
2026-03-02 21:49:33, 二氧化碳, 350, ppm
2026-03-02 21:49:33, 火焰强度, 1, level
2026-03-02 21:49:33, 亮度, 111, lux
2026-03-02 21:49:43, 温度, 17, ℃
2026-03-02 21:49:43, 湿度, 46, rh%
2026-03-02 21:49:43, 二氧化碳, 350, ppm
2026-03-02 21:49:43, 火焰强度, 1, level
2026-03-02 21:49:43, 亮度, 111, lux
2026-03-02 21:49:53, 温度, 17, ℃
2026-03-02 21:49:53, 湿度, 46, rh%
2026-03-02 21:49:53, 二氧化碳, 350, ppm
2026-03-02 21:49:53, 火焰强度, 1, level
2026-03-02 21:49:53, 亮度, 111, lux
2026-03-02 21:50:03, 温度, 17, ℃
2026-03-02 21:50:03, 湿度, 46, rh%
2026-03-02 21:50:03, 二氧化碳, 350, ppm
2026-03-02 21:50:03, 火焰强度, 1, level
2026-03-02 21:50:03, 亮度, 111, lux
2026-03-02 21:50:13, 温度, 17, ℃
2026-03-02 21:50:13, 湿度, 46, rh%
2026-03-02 21:50:13, 二氧化碳, 350, ppm
2026-03-02 21:50:13, 火焰强度, 1, level
2026-03-02 21:50:13, 亮度, 111, lux
2026-03-02 21:50:23, 温度, 17, ℃
2026-03-02 21:50:23, 湿度, 46, rh%
2026-03-02 21:50:23, 二氧化碳, 350, ppm
2026-03-02 21:50:23, 火焰强度, 1, level
2026-03-02 21:50:23, 亮度, 111, lux
2026-03-02 21:50:33, 温度, 17, ℃
2026-03-02 21:50:33, 湿度, 46, rh%
2026-03-02 21:50:33, 二氧化碳, 350, ppm
2026-03-02 21:50:33, 火焰强度, 1, level
2026-03-02 21:50:33, 亮度, 111, lux
2026-03-02 21:50:43, 温度, 17, ℃
2026-03-02 21:50:43, 湿度, 46, rh%
2026-03-02 21:50:43, 二氧化碳, 350, ppm
2026-03-02 21:50:43, 火焰强度, 1, level
2026-03-02 21:50:43, 亮度, 111, lux
2026-03-02 21:50:53, 温度, 17, ℃
2026-03-02 21:50:53, 湿度, 46, rh%
2026-03-02 21:50:53, 二氧化碳, 350, ppm
2026-03-02 21:50:53, 火焰强度, 1, level
2026-03-02 21:50:53, 亮度, 111, lux
2026-03-02 21:51:03, 温度, 17, ℃
2026-03-02 21:51:03, 湿度, 46, rh%
2026-03-02 21:51:03, 二氧化碳, 350, ppm
2026-03-02 21:51:03, 火焰强度, 1, level
2026-03-02 21:51:03, 亮度, 111, lux
2026-03-02 21:51:13, 温度, 17, ℃
2026-03-02 21:51:13, 湿度, 46, rh%
2026-03-02 21:51:13, 二氧化碳, 350, ppm
2026-03-02 21:51:13, 火焰强度, 1, level
2026-03-02 21:51:13, 亮度, 111, lux
2026-03-02 21:51:23, 温度, 17, ℃
2026-03-02 21:51:23, 湿度, 46, rh%
2026-03-02 21:51:23, 二氧化碳, 350, ppm
2026-03-02 21:51:23, 火焰强度, 1, level
2026-03-02 21:51:23, 亮度, 111, lux
2026-03-02 21:51:33, 温度, 17, ℃
2026-03-02 21:51:33, 湿度, 46, rh%
2026-03-02 21:51:33, 二氧化碳, 350, ppm
2026-03-02 21:51:33, 火焰强度, 1, level
2026-03-02 21:51:33, 亮度, 111, lux
2026-03-02 21:51:43, 温度, 17, ℃
2026-03-02 21:51:43, 湿度, 46, rh%
2026-03-02 21:51:43, 二氧化碳, 350, ppm
2026-03-02 21:51:43, 火焰强度, 1, level
2026-03-02 21:51:43, 亮度, 111, lux
2026-03-02 21:51:53, 温度, 17, ℃
2026-03-02 21:51:53, 湿度, 46, rh%
2026-03-02 21:51:53, 二氧化碳, 350, ppm
2026-03-02 21:51:53, 火焰强度, 1, level
2026-03-02 21:51:53, 亮度, 111, lux
2026-03-02 21:52:03, 温度, 17, ℃
2026-03-02 21:52:03, 湿度, 46, rh%
2026-03-02 21:52:03, 二氧化碳, 350, ppm
2026-03-02 21:52:03, 火焰强度, 1, level
2026-03-02 21:52:03, 亮度, 111, lux
2026-03-02 21:52:13, 温度, 17, ℃
2026-03-02 21:52:13, 湿度, 46, rh%
